Department,Category,Condition Group,Sales Week,Gross Revenue,Return Value,Net Item Revenue (Fulfilled),Gross Items (Fullfilled),Net Items (Fulfilled),Gross Orders (Fulfilled),Net Sell Through Items (Week),MSRP of Sold Items,Avg. Item Age When Sold,Avg. Item Age EOW,EOW Inventory For Sale $,EOW Inventory For Sale Items,MSRP of EOW Inventory
Outdoor Furniture,Beds,Perfect,12/23/18,564,0,564,15,15,11,0.02,581,224.46,177.24,27063,778,25364
Outdoor Furniture,Beds,Perfect,12/16/18,947.72,28.72,919,33,32,24,0.04,947,201.74,170.73,27324,787,25608
Outdoor Furniture,Beds,Perfect,12/9/18,554.17,29.17,525,19,18,19,0.02,541,218.3,169.82,27684,804,25945
Outdoor Furniture,Beds,Perfect,12/2/18,1268,0,1268,38,38,30,0.04,1307,198.2,168.42,28021,816,26262
Outdoor Furniture,Beds,Perfect,11/25/18,551.44,32.44,519,17,16,15,0.02,535,240.39,169.54,28281,827,26505
Outdoor Furniture,Beds,Perfect,11/18/18,784.09,34.09,750,23,22,14,0.03,773,206.9,169.05,28052,825,26291
Outdoor Furniture,Beds,Perfect,11/11/18,536.25,41.25,495,13,12,8,0.01,510,192.19,166.32,28058,827,26296
Outdoor Furniture,Beds,Perfect,11/4/18,455,0,455,12,12,15,0.01,469,179.64,166.39,27849,821,26100
Outdoor Furniture,Beds,Perfect,10/28/18,995.1,31.1,964,32,31,18,0.04,994,126.43,161.56,27842,823,26094
Outdoor Furniture,Beds,Perfect,10/21/18,956.12,28.12,928,34,33,20,0.04,957,171.63,162.89,27798,820,26053
Outdoor Furniture,Beds,Perfect,10/14/18,140,0,140,6,6,18,0.01,144,212.29,165.13,27543,823,25813
Outdoor Furniture,Beds,Perfect,10/7/18,1557.79,31.79,1526,49,48,37,0.06,1573,149.61,163.59,26733,804,25055
Outdoor Furniture,Beds,Great,1/13/19,108,27,81,4,3,3,0.04,84,130.98,177.45,2283,71,2139
Outdoor Furniture,Beds,Great,1/6/19,325,65,260,10,8,5,0.1,268,227.15,176.89,2367,74,2219
Outdoor Furniture,Beds,Great,12/30/18,145,29,116,5,4,4,0.05,120,54.75,168.7,2653,82,2487
Outdoor Furniture,Beds,Great,12/23/18,0,28,-28,0,-1,0,-0.01,-29,0,166.25,2764,86,2591
Outdoor Furniture,Beds,Great,12/16/18,105,35,70,3,2,2,0.02,72,172.63,156.8,2713,84,2542
Outdoor Furniture,Beds,Great,12/9/18,183,61,122,6,4,4,0.05,126,279.9,165.69,2520,79,2362
Outdoor Furniture,Beds,Great,12/2/18,76,38,38,4,2,2,0.02,39,223.53,165.69,2668,84,2500
Outdoor Furniture,Beds,Great,11/25/18,50,0,50,1,1,2,0.01,52,188.96,166.53,2599,83,2436
Outdoor Furniture,Beds,Great,11/18/18,10.93,0.93,10,1,0,1,0,10,355.43,164.36,2613,82,2448
Outdoor Furniture,Beds,Great,11/11/18,82.5,27.5,55,3,2,2,0.02,57,165.7,158.48,2628,83,2463
Outdoor Furniture,Beds,Great,11/4/18,-73,0,-73,-2,-2,1,-0.03,-75,149.61,163.03,2280,77,2137
Outdoor Furniture,Beds,Great,10/28/18,105,35,70,3,2,3,0.03,72,117.81,163.66,2256,76,2114
Outdoor Furniture,Beds,Great,10/21/18,10,5,5,2,1,2,0.01,5,197.81,165.13,2174,72,2037
Outdoor Furniture,Beds,Great,10/14/18,0,0,0,0,0,0,0,0,0,165.55,2130,72,1996
Outdoor Furniture,Beds,Great,10/7/18,167.5,33.5,134,5,4,4,0.06,138,117.5,165.41,1965,68,1841
Outdoor Furniture,Beds,OK,1/13/19,0,0,0,0,0,0,0,0,0,244.37,123,6,115
Outdoor Furniture,Beds,OK,1/6/19,18,0,18,1,1,1,0.14,19,288.44,243.39,123,6,115
Outdoor Furniture,Beds,OK,12/30/18,0,0,0,0,0,0,0,0,0,238.98,143,7,134
Outdoor Furniture,Beds,OK,12/23/18,0,0,0,0,0,0,0,0,0,234.08,143,7,134
Outdoor Furniture,Beds,OK,12/16/18,0,0,0,0,0,0,0,0,0,229.18,143,7,134
Outdoor Furniture,Beds,OK,12/9/18,29,0,29,2,2,2,0.22,30,243.24,223.93,143,7,134
Outdoor Furniture,Beds,OK,12/2/18,20,0,20,1,1,1,0.1,21,151.15,211.47,173,9,162
Outdoor Furniture,Beds,OK,11/25/18,0,0,0,0,0,0,0,0,0,206.71,191,10,179
Outdoor Furniture,Beds,OK,11/18/18,0,0,0,0,0,0,0,0,0,201.81,191,10,179
Outdoor Furniture,Beds,OK,11/11/18,0,0,0,0,0,0,0,0,0,196.91,191,10,179
Outdoor Furniture,Beds,OK,11/4/18,0,0,0,0,0,0,0,0,0,192.01,191,10,179
Outdoor Furniture,Beds,OK,10/28/18,40,20,20,2,1,1,0.1,21,240.55,209.23,158,9,148
Outdoor Furniture,Beds,OK,10/21/18,0,0,0,0,0,0,0,0,0,204.68,180,10,169
Outdoor Furniture,Beds,OK,10/14/18,0,0,0,0,0,0,0,0,0,199.78,180,10,169
Outdoor Furniture,Beds,OK,10/7/18,0,0,0,0,0,0,0,0,0,194.88,180,10,169
Outdoor Furniture,Beds,Perfect,1/13/19,1767,0,1767,52,52,40,0.07,1822,223.69,174.16,34821,740,32634
Outdoor Furniture,Beds,Perfect,1/6/19,1324,0,1324,35,35,32,0.04,1365,177.56,170.38,36736,790,34429
Outdoor Furniture,Beds,Perfect,12/30/18,1010.07,36.07,974,28,27,27,0.03,1004,151.77,164.71,38304,827,35899
Outdoor Furniture,Beds,Perfect,12/23/18,346.5,49.5,297,7,6,10,0.01,306,137.29,160.72,39163,851,36704
Outdoor Furniture,Beds,Perfect,12/16/18,532.36,44.36,488,12,11,14,0.01,503,169.79,156.17,39338,854,36868
Outdoor Furniture,Beds,Perfect,12/9/18,1641.91,46.91,1595,35,34,29,0.04,1644,189.27,154.07,39005,845,36556
Outdoor Furniture,Beds,Perfect,12/2/18,865,0,865,24,24,21,0.03,892,158.54,152.81,39976,863,37466
Outdoor Furniture,Beds,Perfect,11/25/18,858.67,53.67,805,16,15,14,0.02,830,152.38,150.92,39762,870,37265
Outdoor Furniture,Beds,Perfect,11/18/18,609.92,46.92,563,13,12,14,0.01,580,148.61,148.33,39791,875,37293
Outdoor Furniture,Beds,Perfect,11/11/18,792.86,52.86,740,15,14,11,0.02,763,140.99,144.27,39210,863,36747
Outdoor Furniture,Beds,Perfect,11/4/18,871.41,48.41,823,18,17,19,0.02,848,99.64,143.22,39074,855,36621
Outdoor Furniture,Beds,Perfect,10/28/18,632.5,57.5,575,11,10,10,0.01,593,130.05,140.14,39314,859,36845
Outdoor Furniture,Beds,Perfect,10/21/18,277,0,277,5,5,4,0.01,286,51.36,136.71,39400,860,36926
Outdoor Furniture,Beds,Perfect,10/14/18,871.47,54.47,817,16,15,10,0.02,842,106.72,134.54,38603,844,36179
Outdoor Furniture,Beds,Perfect,10/7/18,991,0,991,16,16,17,0.02,1022,115.12,130.48,38624,844,36199
Outdoor Furniture,Beds,Great,1/13/19,413.75,82.75,331,10,8,7,0.07,341,178.18,162.05,4473,108,4192
Outdoor Furniture,Beds,Great,1/6/19,166.25,33.25,133,5,4,4,0.03,137,20.94,152.81,4837,116,4533
Outdoor Furniture,Beds,Great,12/30/18,143,0,143,3,3,3,0.03,147,194.04,148.68,4804,116,4502
Outdoor Furniture,Beds,Great,12/23/18,138,0,138,4,4,3,0.03,142,178.56,152.04,4870,118,4564
Outdoor Furniture,Beds,Great,12/16/18,72,36,36,2,1,1,0.01,37,2,147.28,4971,121,4659
Outdoor Furniture,Beds,Great,12/9/18,166.67,41.67,125,4,3,4,0.03,129,125.9,144.48,4850,117,4545
Outdoor Furniture,Beds,Great,12/2/18,0,36,-36,0,0,3,0,-37,91.94,135.17,5080,122,4761
Outdoor Furniture,Beds,Great,11/25/18,54,0,54,1,1,1,0.01,56,1.85,133.14,5063,122,4745
Outdoor Furniture,Beds,Great,11/18/18,52,0,52,1,1,1,0.01,54,127.9,130.34,5078,122,4759
Outdoor Furniture,Beds,Great,11/11/18,45,0,45,1,1,1,0.01,46,4,125.51,4940,119,4630
Outdoor Furniture,Beds,Great,11/4/18,159,0,159,3,3,3,0.03,164,121.97,123.41,4959,118,4647
Outdoor Furniture,Beds,Great,10/28/18,188,94,94,4,2,2,0.02,97,122.28,121.38,4990,118,4676
Outdoor Furniture,Beds,Great,10/21/18,0,0,0,0,0,0,0,0,0,120.61,4917,117,4608
Outdoor Furniture,Beds,Great,10/14/18,106,53,53,2,1,1,0.01,55,110.11,116.69,4893,116,4586
Outdoor Furniture,Beds,Great,10/7/18,177,59,118,3,2,2,0.02,122,70.38,117.04,4678,111,4385
Outdoor Furniture,Beds,OK,1/13/19,60,0,60,1,1,1,0.03,62,392.93,148.19,1144,28,1072
Outdoor Furniture,Beds,OK,1/6/19,0,0,0,0,0,0,0,0,0,148.61,1124,27,1054
Outdoor Furniture,Beds,OK,12/30/18,0,0,0,0,0,0,0,0,0,149.17,1086,26,1018
Outdoor Furniture,Beds,OK,12/23/18,20,0,20,1,1,1,0.04,21,181.95,150.57,1086,26,1018
Outdoor Furniture,Beds,OK,12/16/18,0,0,0,0,0,0,0,0,0,145.74,1106,27,1036
Outdoor Furniture,Beds,OK,12/9/18,18,0,18,1,1,1,0.04,19,272.2,144.69,1106,27,1036
Outdoor Furniture,Beds,OK,12/2/18,64,0,64,1,1,1,0.03,66,64.14,137.13,1125,28,1055
Outdoor Furniture,Beds,OK,11/25/18,0,-5,5,0,0,1,0,5,103.18,128.52,1188,29,1113
Outdoor Furniture,Beds,OK,11/18/18,27,0,27,1,1,1,0.03,28,44.89,127.54,1189,29,1114
Outdoor Furniture,Beds,OK,11/11/18,56,0,56,1,1,1,0.03,58,27.95,118.37,1224,30,1147
Outdoor Furniture,Beds,OK,11/4/18,0,0,0,0,0,0,0,0,0,113.54,1276,31,1196
Outdoor Furniture,Beds,OK,10/28/18,114,57,57,2,1,1,0.03,59,120.35,108.71,1276,31,1196
Outdoor Furniture,Beds,OK,10/21/18,0,0,0,0,0,0,0,0,0,103.88,1320,32,1237
Outdoor Furniture,Beds,OK,10/14/18,36,0,36,1,1,1,0.03,37,229.54,100.66,1320,32,1237
Outdoor Furniture,Beds,OK,10/7/18,0,0,0,0,0,0,0,0,0,100.66,1305,32,1223
Outdoor Storage,Boxes,Perfect,1/13/19,1106.14,38.14,1068,29,28,27,0.05,2373,185.03,191.87,27899,582,56362
Outdoor Storage,Boxes,Perfect,1/6/19,1330,0,1330,34,34,35,0.05,2956,146.15,184.17,29014,609,58613
Outdoor Storage,Boxes,Perfect,12/30/18,830.93,51.93,779,16,15,15,0.02,1731,150.77,177.24,30600,645,61818
Outdoor Storage,Boxes,Perfect,12/23/18,550,0,550,12,12,13,0.02,1222,128.74,171.57,31258,659,63147
Outdoor Storage,Boxes,Perfect,12/16/18,557.87,34.87,523,16,15,16,0.02,1162,162.09,167.23,31632,667,63902
Outdoor Storage,Boxes,Perfect,12/9/18,1096.88,43.88,1053,25,24,24,0.03,2340,121.97,162.89,31609,675,63856
Outdoor Storage,Boxes,Perfect,12/2/18,1215.65,50.65,1165,24,23,19,0.03,2589,147.53,159.25,32347,692,65347
Outdoor Storage,Boxes,Perfect,11/25/18,660,44,616,15,14,16,0.02,1369,186.34,156.38,32572,703,65802
Outdoor Storage,Boxes,Perfect,11/18/18,152,0,152,4,4,5,0.01,338,101.72,155.12,32518,704,65693
Outdoor Storage,Boxes,Perfect,11/11/18,263,0,263,4,4,4,0.01,584,20.33,150.15,32673,707,66007
Outdoor Storage,Boxes,Perfect,11/4/18,620,0,620,10,10,8,0.01,1378,162.09,147.42,32341,700,65336
Outdoor Storage,Boxes,Perfect,10/28/18,355,71,284,5,4,6,0.01,631,76.38,142.94,32579,701,65816
Outdoor Storage,Boxes,Perfect,10/21/18,582.75,64.75,518,9,8,9,0.01,1151,116.73,141.54,32111,690,64871
Outdoor Storage,Boxes,Perfect,10/14/18,610,0,610,11,11,11,0.02,1356,103.72,139.16,31728,682,64098
Outdoor Storage,Boxes,Perfect,10/7/18,630,0,630,10,10,9,0.02,1400,173.56,140.42,31131,666,62891
Outdoor Storage,Boxes,Great,1/13/19,1082.1,94.1,988,23,21,19,0.08,2196,127.13,173.04,11142,246,22509
Outdoor Storage,Boxes,Great,1/6/19,528,0,528,15,15,15,0.05,1173,133.98,165.27,12173,266,24591
Outdoor Storage,Boxes,Great,12/30/18,481,0,481,10,10,10,0.03,1069,140.53,159.67,12771,281,25800
Outdoor Storage,Boxes,Great,12/23/18,212,53,159,4,3,4,0.01,353,99.79,155.54,13126,289,26518
Outdoor Storage,Boxes,Great,12/16/18,19,0,19,1,1,3,0,42,32.49,153.09,13025,287,26313
Outdoor Storage,Boxes,Great,12/9/18,829.87,51.87,778,16,15,15,0.05,1729,139.52,148.4,12814,283,25887
Outdoor Storage,Boxes,Great,12/2/18,539,98,441,11,9,10,0.03,980,88.4,142.1,13571,298,27416
Outdoor Storage,Boxes,Great,11/25/18,450.67,112.67,338,8,6,5,0.02,751,170.63,138.88,13910,304,28100
Outdoor Storage,Boxes,Great,11/18/18,162,81,81,2,1,1,0,180,69.76,135.87,13985,305,28253
Outdoor Storage,Boxes,Great,11/11/18,105,35,70,3,2,3,0.01,156,172.63,131.95,13924,303,28129
Outdoor Storage,Boxes,Great,11/4/18,166.5,55.5,111,3,2,3,0.01,247,194.27,132.44,13643,297,27562
Outdoor Storage,Boxes,Great,10/28/18,19.44,12.44,7,1,0,2,0,16,25.95,128.66,13674,296,27624
Outdoor Storage,Boxes,Great,10/21/18,264,66,198,4,3,6,0.01,440,64.22,125.93,13210,285,26687
Outdoor Storage,Boxes,Great,10/14/18,184,0,184,3,3,7,0.01,409,101.26,124.18,13144,282,26553
Outdoor Storage,Boxes,Great,10/7/18,361.25,72.25,289,5,4,5,0.01,642,33.34,121.73,12878,276,26016
Outdoor Storage,Boxes,OK,1/13/19,179,0,179,4,4,4,0.08,398,101.87,119.35,2351,49,4749
Outdoor Storage,Boxes,OK,1/6/19,55,0,55,1,1,2,0.02,122,110.34,112.98,2548,53,5147
Outdoor Storage,Boxes,OK,12/30/18,324,54,270,6,5,5,0.09,600,80.54,106.05,2647,54,5347
Outdoor Storage,Boxes,OK,12/23/18,56,0,56,1,1,1,0.02,124,94.25,101.15,2905,59,5869
Outdoor Storage,Boxes,OK,12/16/18,54,0,54,2,2,2,0.03,120,71.84,100.87,2747,57,5549
Outdoor Storage,Boxes,OK,12/9/18,128,0,128,3,3,3,0.05,284,96.56,96.67,2657,57,5367
Outdoor Storage,Boxes,OK,12/2/18,78,39,39,2,1,2,0.02,87,46.12,94.64,2783,60,5622
Outdoor Storage,Boxes,OK,11/25/18,81,0,81,2,2,2,0.03,180,119.5,87.92,2794,61,5644
Outdoor Storage,Boxes,OK,11/18/18,47,0,47,1,1,1,0.02,104,101.33,83.93,2856,63,5769
Outdoor Storage,Boxes,OK,11/11/18,54,0,54,1,1,1,0.02,120,17.94,78.68,2870,63,5798
Outdoor Storage,Boxes,OK,11/4/18,95,0,95,2,2,2,0.03,211,154,77.07,2859,63,5776
Outdoor Storage,Boxes,OK,10/28/18,56,0,56,1,1,1,0.02,124,4.85,72.45,2930,64,5920
Outdoor Storage,Boxes,OK,10/21/18,87,0,87,2,2,2,0.03,193,86.09,71.26,2835,62,5727
Outdoor Storage,Boxes,OK,10/14/18,0,0,0,0,0,0,0,0,0,67.55,2817,62,5691
Outdoor Storage,Boxes,OK,10/7/18,0,-4,4,0,0,1,0,9,31.72,66.36,2676,59,5407
Outdoor Storage,Bags,Perfect,1/13/19,0,19,-19,0,0,2,0,-28,59.68,98.14,521,9,958
Outdoor Storage,Bags,Perfect,1/6/19,190,0,190,4,4,6,0.31,279,30.88,86.17,515,9,946
Outdoor Storage,Bags,Perfect,12/30/18,205,0,205,4,4,5,0.24,301,16.17,49.28,729,13,1341
Outdoor Storage,Bags,Perfect,12/23/18,326,0,326,7,7,6,0.33,479,153.15,79.24,790,14,1452
Outdoor Storage,Bags,Perfect,12/16/18,-60,0,-60,-1,-1,2,-0.08,-88,80.23,111.09,694,13,1276
Outdoor Storage,Bags,Perfect,12/9/18,242.5,48.5,194,5,4,4,0.25,285,127.2,125.79,649,12,1193
Outdoor Storage,Bags,Perfect,12/2/18,233,0,233,5,5,5,0.24,343,124.43,116.83,840,16,1545
Outdoor Storage,Bags,Perfect,11/25/18,169.5,56.5,113,3,2,2,0.1,166,48.82,126.14,939,19,1727
Outdoor Storage,Bags,Perfect,11/18/18,195,65,130,3,2,3,0.09,191,8.47,115.36,988,20,1816
Outdoor Storage,Bags,Perfect,11/11/18,155,0,155,2,2,2,0.09,228,4.31,103.39,1065,21,1957
Outdoor Storage,Bags,Perfect,11/4/18,213,0,213,3,3,3,0.12,313,32.42,94.57,1154,22,2121
Outdoor Storage,Bags,Perfect,10/28/18,57,0,57,1,1,3,0.05,84,20.94,91.7,970,19,1783
Outdoor Storage,Bags,Perfect,10/21/18,0,0,0,0,0,0,0,0,0,102.9,1025,20,1885
Outdoor Storage,Bags,Perfect,10/14/18,0,0,0,0,0,0,0,0,0,114.8,825,17,1517
Outdoor Storage,Bags,Perfect,10/7/18,189,0,189,3,3,3,0.17,278,2.23,104.93,679,15,1248
Outdoor Storage,Bags,Great,1/13/19,0,66,-66,0,-1,2,-0.1,-97,35.19,88.62,645,11,1185
Outdoor Storage,Bags,Great,1/6/19,453.71,56.71,397,8,7,9,0.54,584,51.05,78.68,345,6,635
Outdoor Storage,Bags,Great,12/30/18,126,42,84,3,2,4,0.14,124,1.69,72.94,758,12,1393
Outdoor Storage,Bags,Great,12/23/18,410.63,45.63,365,9,8,8,0.44,537,52.75,66.15,639,10,1175
Outdoor Storage,Bags,Great,12/16/18,0,104,-104,0,-2,0,-0.17,-153,0,116.48,754,14,1385
Outdoor Storage,Bags,Great,12/9/18,371.67,148.67,223,5,3,3,0.33,328,63.83,122.43,393,6,722
Outdoor Storage,Bags,Great,12/2/18,112,0,112,3,3,3,0.25,165,182.18,131.53,605,9,1112
Outdoor Storage,Bags,Great,11/25/18,0,0,0,0,0,0,0,0,0,126.91,673,11,1238
Outdoor Storage,Bags,Great,11/18/18,0,0,0,0,0,0,0,0,0,133.56,673,11,1238
Outdoor Storage,Bags,Great,11/11/18,129,86,43,3,1,1,0.08,63,18.71,119.7,673,11,1238
Outdoor Storage,Bags,Great,11/4/18,153,102,51,3,1,2,0.08,75,93.4,112.7,633,11,1163
Outdoor Storage,Bags,Great,10/28/18,0,0,0,0,0,0,0,0,0,123.83,703,12,1292
Outdoor Storage,Bags,Great,10/21/18,47.95,40.95,7,2,0,2,0,10,2.85,112.21,570,10,1047
Outdoor Storage,Bags,Great,10/14/18,266,133,133,4,2,2,0.14,196,87.63,102.62,677,12,1244
Outdoor Storage,Bags,Great,10/7/18,159,53,106,3,2,3,0.14,156,2.62,82.18,719,12,1322
Outdoor Storage,Bags,OK,1/13/19,28,0,28,1,1,1,0.5,41,250.56,117.46,74,1,135
Outdoor Storage,Bags,OK,1/6/19,36,0,36,1,1,1,0.5,53,7.16,78.61,31,1,57
Outdoor Storage,Bags,OK,12/30/18,0,-13,13,0,0,1,0,19,5.85,113.96,40,1,73
Outdoor Storage,Bags,OK,12/23/18,33,0,33,1,1,2,0.33,49,23.79,12.53,83,2,152
Outdoor Storage,Bags,OK,12/16/18,74,0,74,2,2,2,0.67,109,115.89,69.51,37,1,69
Outdoor Storage,Bags,OK,12/9/18,0,7,-7,0,0,1,0,-10,141.91,79.1,106,3,194
Outdoor Storage,Bags,OK,12/2/18,0,0,0,0,0,0,0,0,0,165.48,62,2,113
Outdoor Storage,Bags,OK,11/25/18,0,0,0,0,0,0,0,0,0,160.58,62,2,113
Outdoor Storage,Bags,OK,11/18/18,70,0,70,2,2,2,0.5,103,26.72,102.97,62,2,113
Outdoor Storage,Bags,OK,11/11/18,56,0,56,1,1,1,0.2,82,48.74,79.66,131,4,241
Outdoor Storage,Bags,OK,11/4/18,0,0,0,0,0,0,0,0,0,75.32,186,5,342
Outdoor Storage,Bags,OK,10/28/18,0,-36,36,0,0,1,0,53,4.85,65.38,149,4,273
Outdoor Storage,Bags,OK,10/21/18,144,72,72,2,1,1,0.2,106,157.93,91.14,184,4,338
Outdoor Storage,Bags,OK,10/14/18,0,0,0,0,0,0,0,0,0,108.78,184,4,338
Outdoor Storage,Bags,OK,10/7/18,106,0,106,2,2,2,0.33,156,8.7,72.24,184,4,338
Outdoor Storage,Shelves,Perfect,1/13/19,1578.43,54.43,1524,29,28,32,0.04,3313,158.7,179.55,40340,629,79724
Outdoor Storage,Shelves,Perfect,1/6/19,2042,0,2042,39,39,43,0.06,4439,182.57,175.21,41752,653,82513
Outdoor Storage,Shelves,Perfect,12/30/18,1123.11,59.11,1064,19,18,23,0.03,2313,182.34,170.66,44118,693,87189
Outdoor Storage,Shelves,Perfect,12/23/18,1162.35,55.35,1107,21,20,23,0.03,2407,175.95,167.09,44504,699,87952
Outdoor Storage,Shelves,Perfect,12/16/18,866,0,866,14,14,23,0.02,1883,204.67,167.37,44982,709,88898
Outdoor Storage,Shelves,Perfect,12/9/18,1428,0,1428,25,25,31,0.04,3104,131.82,166.53,43943,694,86843
Outdoor Storage,Shelves,Perfect,12/2/18,3064,0,3064,51,51,48,0.07,6661,145.99,162.47,44734,708,88407
Outdoor Storage,Shelves,Perfect,11/25/18,1805,0,1805,32,32,31,0.04,3924,145.84,160.23,46405,734,91709
Outdoor Storage,Shelves,Perfect,11/18/18,441,0,441,6,6,11,0.01,959,134.9,159.95,47314,750,93507
Outdoor Storage,Shelves,Perfect,11/11/18,1243.2,59.2,1184,21,20,22,0.03,2574,138.06,154.84,46658,740,92209
Outdoor Storage,Shelves,Perfect,11/4/18,1794,0,1794,31,31,30,0.04,3900,144.68,155.12,47060,746,93004
Outdoor Storage,Shelves,Perfect,10/28/18,872.31,62.31,810,14,13,20,0.02,1761,120.51,151.34,48079,762,95017
Outdoor Storage,Shelves,Perfect,10/21/18,887.38,63.38,824,14,13,13,0.02,1791,101.18,150.5,47637,756,94143
Outdoor Storage,Shelves,Perfect,10/14/18,1282.11,64.11,1218,20,19,26,0.03,2648,125.05,152.18,46233,733,91370
Outdoor Storage,Shelves,Perfect,10/7/18,1709,0,1709,27,27,33,0.04,3715,110.8,154,44547,705,88037
Outdoor Storage,Shelves,Great,1/13/19,725.83,55.83,670,13,12,15,0.02,1457,128.82,165.97,29289,479,57883
Outdoor Storage,Shelves,Great,1/6/19,1258.43,109.43,1149,23,21,21,0.04,2498,127.28,160.23,29754,487,58802
Outdoor Storage,Shelves,Great,12/30/18,757,0,757,14,14,15,0.03,1646,121.58,154.35,30879,505,61026
Outdoor Storage,Shelves,Great,12/23/18,586.91,48.91,538,12,11,18,0.02,1170,163.55,155.96,29952,491,59193
Outdoor Storage,Shelves,Great,12/16/18,523.33,52.33,471,10,9,15,0.02,1024,156,161.63,28989,477,57291
Outdoor Storage,Shelves,Great,12/9/18,1478.77,54.77,1424,27,26,26,0.05,3096,192.58,161.84,28065,461,55465
Outdoor Storage,Shelves,Great,12/2/18,2345.85,55.85,2290,42,41,41,0.08,4978,156.7,160.58,29204,480,57715
Outdoor Storage,Shelves,Great,11/25/18,843.43,105.43,738,16,14,15,0.03,1604,156.31,157.22,31231,515,61722
Outdoor Storage,Shelves,Great,11/18/18,683.85,48.85,635,14,13,17,0.02,1380,142.07,152.67,31709,523,62665
Outdoor Storage,Shelves,Great,11/11/18,61,122,-61,1,-1,4,0,-133,84.16,147.49,32115,532,63467
Outdoor Storage,Shelves,Great,11/4/18,907,0,907,17,17,20,0.03,1972,135.29,144.83,31780,527,62807
Outdoor Storage,Shelves,Great,10/28/18,1003.5,111.5,892,18,16,19,0.03,1939,152.31,140.98,32511,541,64250
Outdoor Storage,Shelves,Great,10/21/18,712,0,712,13,13,17,0.02,1548,114.65,136.57,33152,554,65517
Outdoor Storage,Shelves,Great,10/14/18,846.93,52.93,794,16,15,19,0.03,1726,80.93,132.58,33460,561,66126
Outdoor Storage,Shelves,Great,10/7/18,1145,0,1145,19,19,27,0.03,2489,131.67,129.71,33026,556,65270
Outdoor Storage,Shelves,OK,1/13/19,163,0,163,4,4,5,0.02,354,75.31,167.44,9010,168,17807
Outdoor Storage,Shelves,OK,1/6/19,289,0,289,6,6,7,0.03,628,88.09,158.27,9191,172,18163
Outdoor Storage,Shelves,OK,12/30/18,168,0,168,3,3,3,0.02,365,94.86,153.65,9384,176,18546
Outdoor Storage,Shelves,OK,12/23/18,132,0,132,2,2,2,0.01,287,143.99,155.47,9231,173,18243
Outdoor Storage,Shelves,OK,12/16/18,-54,0,-54,-1,-1,1,-0.01,-117,177.18,169.54,8493,158,16785
Outdoor Storage,Shelves,OK,12/9/18,320,0,320,7,7,5,0.04,696,96.64,166.04,8091,151,15989
Outdoor Storage,Shelves,OK,12/2/18,372,0,372,8,8,8,0.05,809,127.28,161.14,8438,158,16676
Outdoor Storage,Shelves,OK,11/25/18,181,0,181,4,4,6,0.02,393,223.84,157.5,8716,164,17226
Outdoor Storage,Shelves,OK,11/18/18,140,0,140,3,3,3,0.02,304,120.51,154.63,8850,167,17489
Outdoor Storage,Shelves,OK,11/11/18,106,0,106,3,3,4,0.02,230,137.21,151.48,9053,171,17891
Outdoor Storage,Shelves,OK,11/4/18,144,48,96,3,2,2,0.01,209,144.53,144.55,9050,171,17885
Outdoor Storage,Shelves,OK,10/28/18,0,-34,34,0,0,4,0,74,205.98,142.38,9148,173,18078
Outdoor Storage,Shelves,OK,10/21/18,0,0,0,0,0,0,0,0,0,136.99,9120,172,18024
Outdoor Storage,Shelves,OK,10/14/18,200,0,200,4,4,4,0.02,435,189.57,132.58,9120,172,18024
Outdoor Storage,Shelves,OK,10/7/18,207,0,207,4,4,4,0.02,450,134.75,129.85,9272,175,18324
Outdoor Storage,Boxes,Perfect,1/13/19,3727,0,3727,57,57,56,0.09,8282,149.07,182.49,45943,595,92813
Outdoor Storage,Boxes,Perfect,1/6/19,3085.28,64.28,3021,48,47,52,0.07,6713,153.62,176.26,49535,645,100071
Outdoor Storage,Boxes,Perfect,12/30/18,1645.57,68.57,1577,24,23,30,0.03,3504,88.78,168.98,52998,694,107067
Outdoor Storage,Boxes,Perfect,12/23/18,1265.36,84.36,1181,15,14,20,0.02,2624,154.39,163.87,54126,709,109344
Outdoor Storage,Boxes,Perfect,12/16/18,1536.84,76.84,1460,20,19,23,0.03,3244,136.91,161.14,54280,712,109656
Outdoor Storage,Boxes,Perfect,12/9/18,2275,0,2275,31,31,32,0.04,5056,133.21,157.64,54667,718,110438
Outdoor Storage,Boxes,Perfect,12/2/18,2947.67,79.67,2868,37,36,34,0.05,6373,145.3,154.49,55779,736,112684
Outdoor Storage,Boxes,Perfect,11/25/18,1389,0,1389,21,21,25,0.03,3087,124.12,149.52,57961,764,117093
Outdoor Storage,Boxes,Perfect,11/18/18,1022,0,1022,15,15,17,0.02,2271,178.87,150.64,57578,763,116320
Outdoor Storage,Boxes,Perfect,11/11/18,1368.53,85.53,1283,16,15,17,0.02,2851,126.59,146.79,57921,768,117011
Outdoor Storage,Boxes,Perfect,11/4/18,1640,0,1640,19,19,20,0.02,3644,94.17,144.9,57408,761,115976
Outdoor Storage,Boxes,Perfect,10/28/18,2070.26,86.26,1984,24,23,23,0.03,4409,89.86,139.93,57779,765,116724
Outdoor Storage,Boxes,Perfect,10/21/18,1060,0,1060,14,14,18,0.02,2356,103.64,138.04,58537,770,118256
Outdoor Storage,Boxes,Perfect,10/14/18,1225.5,64.5,1161,19,18,23,0.02,2580,99.56,138.11,57580,757,116322
